time,temperatura,hora,mes,dia_del_año,temp_hora_anterior
2024-02-12 05:00:00,8.6,5,2,43,8.8
2024-02-12 06:00:00,8.2,6,2,43,8.6
2024-02-12 07:00:00,9.2,7,2,43,8.2
2024-02-12 08:00:00,10.2,8,2,43,9.2
2024-02-12 09:00:00,15.0,9,2,43,10.2
2024-02-12 10:00:00,18.1,10,2,43,15.0
2024-02-12 11:00:00,20.7,11,2,43,18.1
2024-02-12 12:00:00,23.5,12,2,43,20.7
2024-02-12 13:00:00,26.0,13,2,43,23.5
2024-02-12 14:00:00,26.6,14,2,43,26.0
2024-02-12 15:00:00,25.8,15,2,43,26.6
2024-02-12 16:00:00,24.2,16,2,43,25.8
2024-02-12 17:00:00,24.1,17,2,43,24.2
2024-02-12 18:00:00,22.5,18,2,43,24.1
2024-02-12 19:00:00,21.0,19,2,43,22.5
2024-02-12 20:00:00,20.0,20,2,43,21.0
2024-02-12 21:00:00,17.8,21,2,43,20.0
2024-02-12 22:00:00,15.6,22,2,43,17.8
2024-02-12 23:00:00,13.8,23,2,43,15.6
2024-02-13 00:00:00,13.1,0,2,44,13.8
2024-02-13 01:00:00,13.0,1,2,44,13.1
2024-02-13 02:00:00,11.3,2,2,44,13.0
2024-02-13 03:00:00,10.1,3,2,44,11.3
2024-02-13 04:00:00,10.4,4,2,44,10.1
2024-02-13 05:00:00,9.6,5,2,44,10.4
2024-02-13 06:00:00,10.1,6,2,44,9.6
2024-02-13 07:00:00,8.2,7,2,44,10.1
2024-02-13 08:00:00,10.6,8,2,44,8.2
2024-02-13 09:00:00,13.6,9,2,44,10.6
2024-02-13 10:00:00,16.2,10,2,44,13.6
2024-02-13 11:00:00,18.7,11,2,44,16.2
2024-02-13 12:00:00,20.7,12,2,44,18.7
2024-02-13 13:00:00,22.5,13,2,44,20.7
2024-02-13 14:00:00,23.8,14,2,44,22.5
2024-02-13 15:00:00,24.5,15,2,44,23.8
2024-02-13 16:00:00,23.7,16,2,44,24.5
2024-02-13 17:00:00,23.0,17,2,44,23.7
2024-02-13 18:00:00,21.8,18,2,44,23.0
2024-02-13 19:00:00,20.7,19,2,44,21.8
2024-02-13 20:00:00,19.0,20,2,44,20.7
2024-02-13 21:00:00,17.3,21,2,44,19.0
2024-02-13 22:00:00,15.4,22,2,44,17.3
2024-02-13 23:00:00,14.4,23,2,44,15.4
2024-02-14 00:00:00,14.1,0,2,45,14.4
2024-02-14 01:00:00,12.8,1,2,45,14.1
2024-02-14 02:00:00,12.9,2,2,45,12.8
2024-02-14 03:00:00,12.1,3,2,45,12.9
2024-02-14 04:00:00,10.6,4,2,45,12.1
2024-02-14 05:00:00,10.2,5,2,45,10.6
2024-02-14 06:00:00,9.6,6,2,45,10.2
2024-02-14 07:00:00,8.3,7,2,45,9.6
2024-02-14 08:00:00,9.6,8,2,45,8.3
2024-02-14 09:00:00,12.5,9,2,45,9.6
2024-02-14 10:00:00,15.6,10,2,45,12.5
2024-02-14 11:00:00,18.0,11,2,45,15.6
2024-02-14 12:00:00,20.4,12,2,45,18.0
2024-02-14 13:00:00,22.0,13,2,45,20.4
2024-02-14 14:00:00,22.7,14,2,45,22.0
2024-02-14 15:00:00,22.5,15,2,45,22.7
2024-02-14 16:00:00,22.8,16,2,45,22.5
2024-02-14 17:00:00,22.9,17,2,45,22.8
2024-02-14 18:00:00,22.7,18,2,45,22.9
2024-02-14 19:00:00,20.6,19,2,45,22.7
2024-02-14 20:00:00,18.9,20,2,45,20.6
2024-02-14 21:00:00,18.0,21,2,45,18.9
2024-02-14 22:00:00,16.4,22,2,45,18.0
2024-02-14 23:00:00,15.2,23,2,45,16.4
2024-02-15 00:00:00,14.1,0,2,46,15.2
2024-02-15 01:00:00,13.6,1,2,46,14.1
2024-02-15 02:00:00,12.9,2,2,46,13.6
2024-02-15 03:00:00,12.4,3,2,46,12.9
2024-02-15 04:00:00,12.9,4,2,46,12.4
2024-02-15 05:00:00,12.6,5,2,46,12.9
2024-02-15 06:00:00,12.1,6,2,46,12.6
2024-02-15 07:00:00,10.4,7,2,46,12.1
2024-02-15 08:00:00,11.4,8,2,46,10.4
2024-02-15 09:00:00,13.9,9,2,46,11.4
2024-02-15 10:00:00,16.5,10,2,46,13.9
2024-02-15 11:00:00,19.2,11,2,46,16.5
2024-02-15 12:00:00,21.9,12,2,46,19.2
2024-02-15 13:00:00,23.9,13,2,46,21.9
2024-02-15 14:00:00,24.9,14,2,46,23.9
2024-02-15 15:00:00,25.8,15,2,46,24.9
2024-02-15 16:00:00,25.3,16,2,46,25.8
2024-02-15 17:00:00,23.7,17,2,46,25.3
2024-02-15 18:00:00,22.9,18,2,46,23.7
2024-02-15 19:00:00,21.1,19,2,46,22.9
2024-02-15 20:00:00,20.1,20,2,46,21.1
2024-02-15 21:00:00,18.0,21,2,46,20.1
2024-02-15 22:00:00,15.9,22,2,46,18.0
2024-02-15 23:00:00,13.4,23,2,46,15.9
2024-02-16 00:00:00,12.2,0,2,47,13.4
2024-02-16 01:00:00,11.6,1,2,47,12.2
2024-02-16 02:00:00,10.7,2,2,47,11.6
2024-02-16 03:00:00,9.9,3,2,47,10.7
2024-02-16 04:00:00,9.6,4,2,47,9.9
2024-02-16 05:00:00,9.1,5,2,47,9.6
2024-02-16 06:00:00,8.5,6,2,47,9.1
2024-02-16 07:00:00,7.2,7,2,47,8.5
2024-02-16 08:00:00,8.1,8,2,47,7.2
2024-02-16 09:00:00,10.0,9,2,47,8.1
2024-02-16 10:00:00,15.2,10,2,47,10.0
2024-02-16 11:00:00,20.3,11,2,47,15.2
2024-02-16 12:00:00,23.0,12,2,47,20.3
2024-02-16 13:00:00,24.1,13,2,47,23.0
2024-02-16 14:00:00,24.7,14,2,47,24.1
2024-02-16 15:00:00,24.2,15,2,47,24.7
2024-02-16 16:00:00,22.5,16,2,47,24.2
2024-02-16 17:00:00,21.1,17,2,47,22.5
2024-02-16 18:00:00,19.8,18,2,47,21.1
2024-02-16 19:00:00,18.5,19,2,47,19.8
2024-02-16 20:00:00,17.9,20,2,47,18.5
2024-02-16 21:00:00,17.6,21,2,47,17.9
2024-02-16 22:00:00,17.0,22,2,47,17.6
2024-02-16 23:00:00,16.8,23,2,47,17.0
2024-02-17 00:00:00,16.7,0,2,48,16.8
2024-02-17 01:00:00,15.7,1,2,48,16.7
2024-02-17 02:00:00,14.2,2,2,48,15.7
2024-02-17 03:00:00,13.4,3,2,48,14.2
2024-02-17 04:00:00,12.6,4,2,48,13.4
2024-02-17 05:00:00,12.1,5,2,48,12.6
2024-02-17 06:00:00,10.1,6,2,48,12.1
2024-02-17 07:00:00,9.4,7,2,48,10.1
2024-02-17 08:00:00,9.5,8,2,48,9.4
2024-02-17 09:00:00,10.0,9,2,48,9.5
2024-02-17 10:00:00,10.8,10,2,48,10.0
2024-02-17 11:00:00,11.0,11,2,48,10.8
2024-02-17 12:00:00,11.9,12,2,48,11.0
2024-02-17 13:00:00,13.7,13,2,48,11.9
2024-02-17 14:00:00,13.9,14,2,48,13.7
2024-02-17 15:00:00,15.6,15,2,48,13.9
2024-02-17 16:00:00,16.8,16,2,48,15.6
2024-02-17 17:00:00,15.9,17,2,48,16.8
2024-02-17 18:00:00,13.8,18,2,48,15.9
2024-02-17 19:00:00,11.5,19,2,48,13.8
2024-02-17 20:00:00,10.5,20,2,48,11.5
2024-02-17 21:00:00,9.7,21,2,48,10.5
2024-02-17 22:00:00,10.4,22,2,48,9.7
2024-02-17 23:00:00,8.1,23,2,48,10.4
2024-02-18 00:00:00,7.1,0,2,49,8.1
2024-02-18 01:00:00,6.9,1,2,49,7.1
2024-02-18 02:00:00,6.4,2,2,49,6.9
2024-02-18 03:00:00,6.2,3,2,49,6.4
2024-02-18 04:00:00,6.1,4,2,49,6.2
2024-02-18 05:00:00,6.4,5,2,49,6.1
2024-02-18 06:00:00,6.7,6,2,49,6.4
2024-02-18 07:00:00,7.7,7,2,49,6.7
2024-02-18 08:00:00,7.7,8,2,49,7.7
2024-02-18 09:00:00,8.0,9,2,49,7.7
2024-02-18 10:00:00,9.8,10,2,49,8.0
2024-02-18 11:00:00,12.1,11,2,49,9.8
2024-02-18 12:00:00,14.4,12,2,49,12.1
2024-02-18 13:00:00,16.5,13,2,49,14.4
2024-02-18 14:00:00,18.0,14,2,49,16.5
2024-02-18 15:00:00,19.3,15,2,49,18.0
2024-02-18 16:00:00,20.0,16,2,49,19.3
2024-02-18 17:00:00,19.8,17,2,49,20.0
2024-02-18 18:00:00,18.2,18,2,49,19.8
2024-02-18 19:00:00,15.0,19,2,49,18.2
2024-02-18 20:00:00,13.4,20,2,49,15.0
2024-02-18 21:00:00,12.2,21,2,49,13.4
2024-02-18 22:00:00,10.8,22,2,49,12.2
2024-02-18 23:00:00,12.1,23,2,49,10.8
2024-02-19 00:00:00,10.9,0,2,50,12.1
2024-02-19 01:00:00,9.0,1,2,50,10.9
2024-02-19 02:00:00,6.8,2,2,50,9.0
2024-02-19 03:00:00,6.4,3,2,50,6.8
2024-02-19 04:00:00,7.1,4,2,50,6.4
2024-02-19 05:00:00,6.8,5,2,50,7.1
2024-02-19 06:00:00,5.6,6,2,50,6.8
2024-02-19 07:00:00,6.5,7,2,50,5.6
2024-02-19 08:00:00,5.9,8,2,50,6.5
2024-02-19 09:00:00,9.8,9,2,50,5.9
2024-02-19 10:00:00,13.8,10,2,50,9.8
2024-02-19 11:00:00,17.0,11,2,50,13.8
2024-02-19 12:00:00,19.5,12,2,50,17.0
2024-02-19 13:00:00,21.4,13,2,50,19.5
2024-02-19 14:00:00,22.8,14,2,50,21.4
2024-02-19 15:00:00,23.5,15,2,50,22.8
2024-02-19 16:00:00,23.6,16,2,50,23.5
2024-02-19 17:00:00,23.0,17,2,50,23.6
2024-02-19 18:00:00,21.1,18,2,50,23.0
2024-02-19 19:00:00,16.6,19,2,50,21.1
2024-02-19 20:00:00,16.4,20,2,50,16.6
2024-02-19 21:00:00,14.1,21,2,50,16.4
2024-02-19 22:00:00,12.9,22,2,50,14.1
2024-02-19 23:00:00,11.6,23,2,50,12.9
2024-02-20 00:00:00,10.1,0,2,51,11.6
2024-02-20 01:00:00,8.8,1,2,51,10.1
2024-02-20 02:00:00,7.9,2,2,51,8.8
2024-02-20 03:00:00,6.8,3,2,51,7.9
2024-02-20 04:00:00,5.7,4,2,51,6.8
2024-02-20 05:00:00,5.2,5,2,51,5.7
2024-02-20 06:00:00,5.0,6,2,51,5.2
2024-02-20 07:00:00,8.0,7,2,51,5.0
2024-02-20 08:00:00,8.6,8,2,51,8.0
2024-02-20 09:00:00,12.3,9,2,51,8.6
2024-02-20 10:00:00,16.1,10,2,51,12.3
2024-02-20 11:00:00,19.0,11,2,51,16.1
2024-02-20 12:00:00,21.4,12,2,51,19.0
2024-02-20 13:00:00,22.9,13,2,51,21.4
2024-02-20 14:00:00,23.9,14,2,51,22.9
2024-02-20 15:00:00,24.5,15,2,51,23.9
2024-02-20 16:00:00,24.6,16,2,51,24.5
2024-02-20 17:00:00,24.4,17,2,51,24.6
2024-02-20 18:00:00,23.0,18,2,51,24.4
2024-02-20 19:00:00,19.2,19,2,51,23.0
2024-02-20 20:00:00,16.8,20,2,51,19.2
2024-02-20 21:00:00,15.1,21,2,51,16.8
2024-02-20 22:00:00,13.9,22,2,51,15.1
2024-02-20 23:00:00,12.0,23,2,51,13.9
2024-02-21 00:00:00,12.9,0,2,52,12.0
2024-02-21 01:00:00,11.2,1,2,52,12.9
2024-02-21 02:00:00,8.6,2,2,52,11.2
2024-02-21 03:00:00,7.3,3,2,52,8.6
2024-02-21 04:00:00,6.2,4,2,52,7.3
2024-02-21 05:00:00,5.6,5,2,52,6.2
2024-02-21 06:00:00,4.9,6,2,52,5.6
2024-02-21 07:00:00,4.8,7,2,52,4.9
2024-02-21 08:00:00,7.2,8,2,52,4.8
2024-02-21 09:00:00,11.1,9,2,52,7.2
2024-02-21 10:00:00,14.9,10,2,52,11.1
2024-02-21 11:00:00,18.5,11,2,52,14.9
2024-02-21 12:00:00,21.7,12,2,52,18.5
2024-02-21 13:00:00,24.1,13,2,52,21.7
2024-02-21 14:00:00,25.6,14,2,52,24.1
2024-02-21 15:00:00,26.5,15,2,52,25.6
2024-02-21 16:00:00,26.6,16,2,52,26.5
2024-02-21 17:00:00,26.4,17,2,52,26.6
2024-02-21 18:00:00,25.4,18,2,52,26.4
2024-02-21 19:00:00,22.0,19,2,52,25.4
2024-02-21 20:00:00,19.5,20,2,52,22.0
2024-02-21 21:00:00,17.5,21,2,52,19.5
2024-02-21 22:00:00,15.6,22,2,52,17.5
2024-02-21 23:00:00,15.5,23,2,52,15.6
2024-02-22 00:00:00,12.2,0,2,53,15.5
2024-02-22 01:00:00,12.9,1,2,53,12.2
2024-02-22 02:00:00,12.6,2,2,53,12.9
2024-02-22 03:00:00,11.6,3,2,53,12.6
2024-02-22 04:00:00,9.4,4,2,53,11.6
2024-02-22 05:00:00,9.4,5,2,53,9.4
2024-02-22 06:00:00,7.1,6,2,53,9.4
2024-02-22 07:00:00,7.3,7,2,53,7.1
2024-02-22 08:00:00,8.4,8,2,53,7.3
2024-02-22 09:00:00,12.9,9,2,53,8.4
2024-02-22 10:00:00,17.4,10,2,53,12.9
2024-02-22 11:00:00,21.0,11,2,53,17.4
2024-02-22 12:00:00,23.5,12,2,53,21.0
2024-02-22 13:00:00,25.4,13,2,53,23.5
2024-02-22 14:00:00,26.9,14,2,53,25.4
2024-02-22 15:00:00,28.0,15,2,53,26.9
2024-02-22 16:00:00,28.6,16,2,53,28.0
2024-02-22 17:00:00,28.3,17,2,53,28.6
2024-02-22 18:00:00,26.7,18,2,53,28.3
2024-02-22 19:00:00,23.1,19,2,53,26.7
2024-02-22 20:00:00,21.0,20,2,53,23.1
2024-02-22 21:00:00,20.1,21,2,53,21.0
2024-02-22 22:00:00,20.1,22,2,53,20.1
2024-02-22 23:00:00,19.2,23,2,53,20.1
2024-02-23 00:00:00,17.4,0,2,54,19.2
2024-02-23 01:00:00,13.2,1,2,54,17.4
2024-02-23 02:00:00,10.6,2,2,54,13.2
2024-02-23 03:00:00,9.6,3,2,54,10.6
2024-02-23 04:00:00,8.7,4,2,54,9.6
2024-02-23 05:00:00,9.7,5,2,54,8.7
2024-02-23 06:00:00,11.1,6,2,54,9.7
2024-02-23 07:00:00,11.1,7,2,54,11.1
2024-02-23 08:00:00,10.3,8,2,54,11.1
2024-02-23 09:00:00,13.6,9,2,54,10.3
2024-02-23 10:00:00,18.0,10,2,54,13.6
2024-02-23 11:00:00,21.9,11,2,54,18.0
2024-02-23 12:00:00,24.5,12,2,54,21.9
2024-02-23 13:00:00,26.2,13,2,54,24.5
2024-02-23 14:00:00,27.4,14,2,54,26.2
2024-02-23 15:00:00,28.0,15,2,54,27.4
2024-02-23 16:00:00,28.2,16,2,54,28.0
2024-02-23 17:00:00,28.0,17,2,54,28.2
2024-02-23 18:00:00,27.0,18,2,54,28.0
2024-02-23 19:00:00,22.6,19,2,54,27.0
2024-02-23 20:00:00,21.0,20,2,54,22.6
2024-02-23 21:00:00,18.6,21,2,54,21.0
2024-02-23 22:00:00,16.7,22,2,54,18.6
2024-02-23 23:00:00,15.4,23,2,54,16.7
2024-02-24 00:00:00,13.5,0,2,55,15.4
2024-02-24 01:00:00,12.2,1,2,55,13.5
2024-02-24 02:00:00,11.9,2,2,55,12.2
2024-02-24 03:00:00,11.6,3,2,55,11.9
2024-02-24 04:00:00,11.4,4,2,55,11.6
2024-02-24 05:00:00,11.6,5,2,55,11.4
2024-02-24 06:00:00,11.6,6,2,55,11.6
2024-02-24 07:00:00,10.4,7,2,55,11.6
2024-02-24 08:00:00,10.8,8,2,55,10.4
2024-02-24 09:00:00,11.8,9,2,55,10.8
2024-02-24 10:00:00,14.4,10,2,55,11.8
2024-02-24 11:00:00,18.1,11,2,55,14.4
2024-02-24 12:00:00,22.1,12,2,55,18.1
2024-02-24 13:00:00,25.2,13,2,55,22.1
2024-02-24 14:00:00,26.9,14,2,55,25.2
2024-02-24 15:00:00,27.7,15,2,55,26.9
2024-02-24 16:00:00,27.7,16,2,55,27.7
2024-02-24 17:00:00,27.5,17,2,55,27.7
2024-02-24 18:00:00,26.0,18,2,55,27.5
2024-02-24 19:00:00,23.3,19,2,55,26.0
2024-02-24 20:00:00,20.9,20,2,55,23.3
2024-02-24 21:00:00,19.5,21,2,55,20.9
2024-02-24 22:00:00,18.0,22,2,55,19.5
2024-02-24 23:00:00,16.7,23,2,55,18.0
2024-02-25 00:00:00,16.2,0,2,56,16.7
2024-02-25 01:00:00,14.3,1,2,56,16.2
2024-02-25 02:00:00,12.8,2,2,56,14.3
2024-02-25 03:00:00,12.6,3,2,56,12.8
2024-02-25 04:00:00,12.7,4,2,56,12.6
2024-02-25 05:00:00,11.8,5,2,56,12.7
2024-02-25 06:00:00,10.7,6,2,56,11.8
2024-02-25 07:00:00,9.6,7,2,56,10.7
2024-02-25 08:00:00,11.4,8,2,56,9.6
2024-02-25 09:00:00,15.1,9,2,56,11.4
2024-02-25 10:00:00,19.1,10,2,56,15.1
2024-02-25 11:00:00,22.8,11,2,56,19.1
2024-02-25 12:00:00,25.4,12,2,56,22.8
2024-02-25 13:00:00,27.1,13,2,56,25.4
2024-02-25 14:00:00,28.3,14,2,56,27.1
2024-02-25 15:00:00,29.0,15,2,56,28.3
2024-02-25 16:00:00,29.0,16,2,56,29.0
2024-02-25 17:00:00,28.8,17,2,56,29.0
2024-02-25 18:00:00,27.0,18,2,56,28.8
2024-02-25 19:00:00,23.9,19,2,56,27.0
2024-02-25 20:00:00,21.6,20,2,56,23.9
2024-02-25 21:00:00,20.0,21,2,56,21.6
2024-02-25 22:00:00,18.4,22,2,56,20.0
2024-02-25 23:00:00,16.9,23,2,56,18.4
2024-02-26 00:00:00,16.7,0,2,57,16.9
2024-02-26 01:00:00,15.8,1,2,57,16.7
2024-02-26 02:00:00,14.7,2,2,57,15.8
2024-02-26 03:00:00,13.8,3,2,57,14.7
2024-02-26 04:00:00,12.0,4,2,57,13.8
2024-02-26 05:00:00,10.9,5,2,57,12.0
2024-02-26 06:00:00,10.0,6,2,57,10.9
2024-02-26 07:00:00,8.9,7,2,57,10.0
2024-02-26 08:00:00,10.9,8,2,57,8.9
2024-02-26 09:00:00,15.7,9,2,57,10.9
2024-02-26 10:00:00,19.5,10,2,57,15.7
2024-02-26 11:00:00,22.8,11,2,57,19.5
2024-02-26 12:00:00,25.2,12,2,57,22.8
2024-02-26 13:00:00,26.8,13,2,57,25.2
2024-02-26 14:00:00,27.8,14,2,57,26.8
2024-02-26 15:00:00,28.4,15,2,57,27.8
2024-02-26 16:00:00,28.4,16,2,57,28.4
2024-02-26 17:00:00,27.9,17,2,57,28.4
2024-02-26 18:00:00,27.0,18,2,57,27.9
2024-02-26 19:00:00,24.7,19,2,57,27.0
2024-02-26 20:00:00,22.0,20,2,57,24.7
2024-02-26 21:00:00,20.6,21,2,57,22.0
2024-02-26 22:00:00,18.1,22,2,57,20.6
2024-02-26 23:00:00,16.4,23,2,57,18.1
2024-02-27 00:00:00,15.2,0,2,58,16.4
2024-02-27 01:00:00,13.6,1,2,58,15.2
2024-02-27 02:00:00,12.1,2,2,58,13.6
2024-02-27 03:00:00,11.6,3,2,58,12.1
2024-02-27 04:00:00,11.0,4,2,58,11.6
2024-02-27 05:00:00,11.8,5,2,58,11.0
2024-02-27 06:00:00,11.1,6,2,58,11.8
2024-02-27 07:00:00,10.9,7,2,58,11.1
2024-02-27 08:00:00,11.1,8,2,58,10.9
2024-02-27 09:00:00,14.9,9,2,58,11.1
2024-02-27 10:00:00,19.4,10,2,58,14.9
2024-02-27 11:00:00,23.0,11,2,58,19.4
2024-02-27 12:00:00,25.5,12,2,58,23.0
2024-02-27 13:00:00,27.1,13,2,58,25.5
2024-02-27 14:00:00,28.1,14,2,58,27.1
2024-02-27 15:00:00,28.8,15,2,58,28.1
2024-02-27 16:00:00,28.9,16,2,58,28.8
2024-02-27 17:00:00,28.8,17,2,58,28.9
2024-02-27 18:00:00,27.8,18,2,58,28.8
2024-02-27 19:00:00,23.6,19,2,58,27.8
2024-02-27 20:00:00,21.6,20,2,58,23.6
2024-02-27 21:00:00,19.4,21,2,58,21.6
2024-02-27 22:00:00,18.1,22,2,58,19.4
2024-02-27 23:00:00,17.4,23,2,58,18.1
2024-02-28 00:00:00,15.2,0,2,59,17.4
2024-02-28 01:00:00,14.7,1,2,59,15.2
2024-02-28 02:00:00,13.4,2,2,59,14.7
2024-02-28 03:00:00,12.3,3,2,59,13.4
2024-02-28 04:00:00,11.4,4,2,59,12.3
2024-02-28 05:00:00,11.1,5,2,59,11.4
2024-02-28 06:00:00,11.2,6,2,59,11.1
2024-02-28 07:00:00,12.4,7,2,59,11.2
2024-02-28 08:00:00,12.6,8,2,59,12.4
2024-02-28 09:00:00,17.0,9,2,59,12.6
2024-02-28 10:00:00,20.7,10,2,59,17.0
2024-02-28 11:00:00,23.3,11,2,59,20.7
2024-02-28 12:00:00,25.5,12,2,59,23.3
2024-02-28 13:00:00,27.1,13,2,59,25.5
2024-02-28 14:00:00,28.0,14,2,59,27.1
2024-02-28 15:00:00,28.4,15,2,59,28.0
2024-02-28 16:00:00,28.1,16,2,59,28.4
2024-02-28 17:00:00,28.3,17,2,59,28.1
2024-02-28 18:00:00,27.3,18,2,59,28.3
2024-02-28 19:00:00,24.4,19,2,59,27.3
2024-02-28 20:00:00,23.0,20,2,59,24.4
2024-02-28 21:00:00,21.6,21,2,59,23.0
2024-02-28 22:00:00,20.0,22,2,59,21.6
2024-02-28 23:00:00,18.7,23,2,59,20.0
2024-02-29 00:00:00,17.5,0,2,60,18.7
2024-02-29 01:00:00,15.6,1,2,60,17.5
2024-02-29 02:00:00,13.9,2,2,60,15.6
2024-02-29 03:00:00,12.9,3,2,60,13.9
2024-02-29 04:00:00,12.1,4,2,60,12.9
2024-02-29 05:00:00,11.8,5,2,60,12.1
2024-02-29 06:00:00,11.6,6,2,60,11.8
2024-02-29 07:00:00,10.4,7,2,60,11.6
2024-02-29 08:00:00,11.1,8,2,60,10.4
2024-02-29 09:00:00,12.3,9,2,60,11.1
2024-02-29 10:00:00,15.4,10,2,60,12.3
2024-02-29 11:00:00,19.8,11,2,60,15.4
2024-02-29 12:00:00,23.0,12,2,60,19.8
2024-02-29 13:00:00,25.0,13,2,60,23.0
2024-02-29 14:00:00,26.6,14,2,60,25.0
2024-02-29 15:00:00,27.7,15,2,60,26.6
2024-02-29 16:00:00,28.3,16,2,60,27.7
2024-02-29 17:00:00,27.5,17,2,60,28.3
2024-02-29 18:00:00,25.5,18,2,60,27.5
2024-02-29 19:00:00,22.8,19,2,60,25.5
2024-02-29 20:00:00,20.8,20,2,60,22.8
2024-02-29 21:00:00,18.9,21,2,60,20.8
2024-02-29 22:00:00,17.4,22,2,60,18.9
2024-02-29 23:00:00,16.0,23,2,60,17.4
2024-03-01 00:00:00,15.1,0,3,61,16.0
2024-03-01 01:00:00,13.4,1,3,61,15.1
2024-03-01 02:00:00,12.5,2,3,61,13.4
2024-03-01 03:00:00,12.4,3,3,61,12.5
2024-03-01 04:00:00,12.1,4,3,61,12.4
2024-03-01 05:00:00,12.2,5,3,61,12.1
2024-03-01 06:00:00,10.1,6,3,61,12.2
2024-03-01 07:00:00,9.6,7,3,61,10.1
2024-03-01 08:00:00,12.0,8,3,61,9.6
2024-03-01 09:00:00,15.4,9,3,61,12.0
2024-03-01 10:00:00,19.0,10,3,61,15.4
2024-03-01 11:00:00,22.0,11,3,61,19.0
2024-03-01 12:00:00,24.0,12,3,61,22.0
2024-03-01 13:00:00,25.4,13,3,61,24.0
2024-03-01 14:00:00,26.5,14,3,61,25.4
2024-03-01 15:00:00,27.1,15,3,61,26.5
2024-03-01 16:00:00,27.4,16,3,61,27.1
2024-03-01 17:00:00,27.0,17,3,61,27.4
2024-03-01 18:00:00,24.9,18,3,61,27.0
2024-03-01 19:00:00,21.6,19,3,61,24.9
2024-03-01 20:00:00,20.4,20,3,61,21.6
2024-03-01 21:00:00,19.0,21,3,61,20.4
2024-03-01 22:00:00,17.6,22,3,61,19.0
2024-03-01 23:00:00,16.1,23,3,61,17.6
2024-03-02 00:00:00,14.7,0,3,62,16.1
2024-03-02 01:00:00,13.9,1,3,62,14.7
2024-03-02 02:00:00,12.7,2,3,62,13.9
2024-03-02 03:00:00,12.1,3,3,62,12.7
2024-03-02 04:00:00,11.8,4,3,62,12.1
2024-03-02 05:00:00,13.1,5,3,62,11.8
2024-03-02 06:00:00,11.0,6,3,62,13.1
2024-03-02 07:00:00,10.7,7,3,62,11.0
2024-03-02 08:00:00,12.1,8,3,62,10.7
2024-03-02 09:00:00,15.6,9,3,62,12.1
2024-03-02 10:00:00,18.9,10,3,62,15.6
2024-03-02 11:00:00,21.3,11,3,62,18.9
2024-03-02 12:00:00,23.3,12,3,62,21.3
2024-03-02 13:00:00,24.7,13,3,62,23.3
2024-03-02 14:00:00,26.0,14,3,62,24.7
2024-03-02 15:00:00,27.4,15,3,62,26.0
2024-03-02 16:00:00,28.0,16,3,62,27.4
2024-03-02 17:00:00,26.1,17,3,62,28.0
2024-03-02 18:00:00,24.2,18,3,62,26.1
2024-03-02 19:00:00,21.4,19,3,62,24.2
2024-03-02 20:00:00,19.8,20,3,62,21.4
2024-03-02 21:00:00,18.5,21,3,62,19.8
2024-03-02 22:00:00,17.1,22,3,62,18.5
2024-03-02 23:00:00,15.6,23,3,62,17.1
2024-03-03 00:00:00,14.0,0,3,63,15.6
2024-03-03 01:00:00,12.6,1,3,63,14.0
2024-03-03 02:00:00,11.9,2,3,63,12.6
2024-03-03 03:00:00,11.9,3,3,63,11.9
2024-03-03 04:00:00,10.8,4,3,63,11.9
2024-03-03 05:00:00,10.1,5,3,63,10.8
2024-03-03 06:00:00,10.9,6,3,63,10.1
2024-03-03 07:00:00,10.1,7,3,63,10.9
2024-03-03 08:00:00,11.4,8,3,63,10.1
2024-03-03 09:00:00,15.4,9,3,63,11.4
2024-03-03 10:00:00,19.0,10,3,63,15.4
2024-03-03 11:00:00,21.9,11,3,63,19.0
2024-03-03 12:00:00,24.0,12,3,63,21.9
2024-03-03 13:00:00,25.8,13,3,63,24.0
2024-03-03 14:00:00,27.4,14,3,63,25.8
2024-03-03 15:00:00,28.0,15,3,63,27.4
2024-03-03 16:00:00,27.6,16,3,63,28.0
2024-03-03 17:00:00,26.0,17,3,63,27.6
2024-03-03 18:00:00,24.1,18,3,63,26.0
2024-03-03 19:00:00,21.3,19,3,63,24.1
2024-03-03 20:00:00,19.8,20,3,63,21.3
2024-03-03 21:00:00,18.7,21,3,63,19.8
2024-03-03 22:00:00,17.3,22,3,63,18.7
2024-03-03 23:00:00,15.7,23,3,63,17.3
2024-03-04 00:00:00,14.4,0,3,64,15.7
2024-03-04 01:00:00,13.2,1,3,64,14.4
2024-03-04 02:00:00,12.4,2,3,64,13.2
2024-03-04 03:00:00,11.4,3,3,64,12.4
2024-03-04 04:00:00,11.2,4,3,64,11.4
2024-03-04 05:00:00,11.1,5,3,64,11.2
2024-03-04 06:00:00,10.2,6,3,64,11.1
2024-03-04 07:00:00,10.6,7,3,64,10.2
2024-03-04 08:00:00,12.7,8,3,64,10.6
2024-03-04 09:00:00,15.9,9,3,64,12.7
2024-03-04 10:00:00,19.1,10,3,64,15.9
2024-03-04 11:00:00,22.0,11,3,64,19.1
2024-03-04 12:00:00,24.9,12,3,64,22.0
2024-03-04 13:00:00,27.6,13,3,64,24.9
2024-03-04 14:00:00,29.1,14,3,64,27.6
2024-03-04 15:00:00,29.5,15,3,64,29.1
2024-03-04 16:00:00,29.0,16,3,64,29.5
2024-03-04 17:00:00,26.9,17,3,64,29.0
