time,temperatura,hora,mes,dia_del_año,temp_hora_anterior
2022-01-01 01:00:00,9.4,1,1,1,10.4
2022-01-01 02:00:00,8.6,2,1,1,9.4
2022-01-01 03:00:00,8.1,3,1,1,8.6
2022-01-01 04:00:00,7.5,4,1,1,8.1
2022-01-01 05:00:00,6.9,5,1,1,7.5
2022-01-01 06:00:00,6.4,6,1,1,6.9
2022-01-01 07:00:00,6.2,7,1,1,6.4
2022-01-01 08:00:00,7.8,8,1,1,6.2
2022-01-01 09:00:00,11.8,9,1,1,7.8
2022-01-01 10:00:00,15.1,10,1,1,11.8
2022-01-01 11:00:00,17.8,11,1,1,15.1
2022-01-01 12:00:00,20.0,12,1,1,17.8
2022-01-01 13:00:00,22.0,13,1,1,20.0
2022-01-01 14:00:00,23.3,14,1,1,22.0
2022-01-01 15:00:00,24.2,15,1,1,23.3
2022-01-01 16:00:00,24.8,16,1,1,24.2
2022-01-01 17:00:00,24.5,17,1,1,24.8
2022-01-01 18:00:00,23.0,18,1,1,24.5
2022-01-01 19:00:00,21.0,19,1,1,23.0
2022-01-01 20:00:00,18.6,20,1,1,21.0
2022-01-01 21:00:00,17.1,21,1,1,18.6
2022-01-01 22:00:00,17.6,22,1,1,17.1
2022-01-01 23:00:00,14.1,23,1,1,17.6
2022-01-02 00:00:00,13.9,0,1,2,14.1
2022-01-02 01:00:00,12.4,1,1,2,13.9
2022-01-02 02:00:00,11.1,2,1,2,12.4
2022-01-02 03:00:00,11.8,3,1,2,11.1
2022-01-02 04:00:00,11.9,4,1,2,11.8
2022-01-02 05:00:00,10.6,5,1,2,11.9
2022-01-02 06:00:00,9.5,6,1,2,10.6
2022-01-02 07:00:00,9.1,7,1,2,9.5
2022-01-02 08:00:00,9.9,8,1,2,9.1
2022-01-02 09:00:00,13.5,9,1,2,9.9
2022-01-02 10:00:00,16.8,10,1,2,13.5
2022-01-02 11:00:00,19.3,11,1,2,16.8
2022-01-02 12:00:00,21.2,12,1,2,19.3
2022-01-02 13:00:00,23.0,13,1,2,21.2
2022-01-02 14:00:00,24.4,14,1,2,23.0
2022-01-02 15:00:00,24.5,15,1,2,24.4
2022-01-02 16:00:00,22.9,16,1,2,24.5
2022-01-02 17:00:00,19.9,17,1,2,22.9
2022-01-02 18:00:00,19.7,18,1,2,19.9
2022-01-02 19:00:00,15.7,19,1,2,19.7
2022-01-02 20:00:00,13.2,20,1,2,15.7
2022-01-02 21:00:00,12.1,21,1,2,13.2
2022-01-02 22:00:00,11.2,22,1,2,12.1
2022-01-02 23:00:00,10.3,23,1,2,11.2
2022-01-03 00:00:00,9.7,0,1,3,10.3
2022-01-03 01:00:00,9.1,1,1,3,9.7
2022-01-03 02:00:00,8.8,2,1,3,9.1
2022-01-03 03:00:00,8.4,3,1,3,8.8
2022-01-03 04:00:00,8.1,4,1,3,8.4
2022-01-03 05:00:00,7.8,5,1,3,8.1
2022-01-03 06:00:00,7.8,6,1,3,7.8
2022-01-03 07:00:00,7.8,7,1,3,7.8
2022-01-03 08:00:00,7.8,8,1,3,7.8
2022-01-03 09:00:00,8.4,9,1,3,7.8
2022-01-03 10:00:00,10.1,10,1,3,8.4
2022-01-03 11:00:00,13.2,11,1,3,10.1
2022-01-03 12:00:00,16.9,12,1,3,13.2
2022-01-03 13:00:00,19.7,13,1,3,16.9
2022-01-03 14:00:00,21.6,14,1,3,19.7
2022-01-03 15:00:00,22.6,15,1,3,21.6
2022-01-03 16:00:00,23.0,16,1,3,22.6
2022-01-03 17:00:00,22.5,17,1,3,23.0
2022-01-03 18:00:00,20.6,18,1,3,22.5
2022-01-03 19:00:00,18.8,19,1,3,20.6
2022-01-03 20:00:00,17.1,20,1,3,18.8
2022-01-03 21:00:00,15.9,21,1,3,17.1
2022-01-03 22:00:00,14.5,22,1,3,15.9
2022-01-03 23:00:00,13.4,23,1,3,14.5
2022-01-04 00:00:00,11.9,0,1,4,13.4
2022-01-04 01:00:00,10.8,1,1,4,11.9
2022-01-04 02:00:00,9.6,2,1,4,10.8
2022-01-04 03:00:00,8.9,3,1,4,9.6
2022-01-04 04:00:00,7.9,4,1,4,8.9
2022-01-04 05:00:00,7.3,5,1,4,7.9
2022-01-04 06:00:00,6.8,6,1,4,7.3
2022-01-04 07:00:00,6.9,7,1,4,6.8
2022-01-04 08:00:00,8.4,8,1,4,6.9
2022-01-04 09:00:00,11.9,9,1,4,8.4
2022-01-04 10:00:00,15.5,10,1,4,11.9
2022-01-04 11:00:00,18.2,11,1,4,15.5
2022-01-04 12:00:00,20.5,12,1,4,18.2
2022-01-04 13:00:00,22.3,13,1,4,20.5
2022-01-04 14:00:00,23.6,14,1,4,22.3
2022-01-04 15:00:00,24.5,15,1,4,23.6
2022-01-04 16:00:00,24.6,16,1,4,24.5
2022-01-04 17:00:00,24.1,17,1,4,24.6
2022-01-04 18:00:00,23.0,18,1,4,24.1
2022-01-04 19:00:00,19.6,19,1,4,23.0
2022-01-04 20:00:00,17.2,20,1,4,19.6
2022-01-04 21:00:00,15.9,21,1,4,17.2
2022-01-04 22:00:00,14.9,22,1,4,15.9
2022-01-04 23:00:00,14.6,23,1,4,14.9
2022-01-05 00:00:00,14.2,0,1,5,14.6
2022-01-05 01:00:00,11.9,1,1,5,14.2
2022-01-05 02:00:00,10.9,2,1,5,11.9
2022-01-05 03:00:00,11.7,3,1,5,10.9
2022-01-05 04:00:00,10.9,4,1,5,11.7
2022-01-05 05:00:00,10.6,5,1,5,10.9
2022-01-05 06:00:00,9.9,6,1,5,10.6
2022-01-05 07:00:00,10.1,7,1,5,9.9
2022-01-05 08:00:00,9.9,8,1,5,10.1
2022-01-05 09:00:00,12.9,9,1,5,9.9
2022-01-05 10:00:00,16.4,10,1,5,12.9
2022-01-05 11:00:00,19.5,11,1,5,16.4
2022-01-05 12:00:00,21.8,12,1,5,19.5
2022-01-05 13:00:00,23.2,13,1,5,21.8
2022-01-05 14:00:00,24.1,14,1,5,23.2
2022-01-05 15:00:00,24.6,15,1,5,24.1
2022-01-05 16:00:00,24.7,16,1,5,24.6
2022-01-05 17:00:00,24.5,17,1,5,24.7
2022-01-05 18:00:00,23.1,18,1,5,24.5
2022-01-05 19:00:00,19.8,19,1,5,23.1
2022-01-05 20:00:00,18.0,20,1,5,19.8
2022-01-05 21:00:00,15.8,21,1,5,18.0
2022-01-05 22:00:00,14.1,22,1,5,15.8
2022-01-05 23:00:00,12.5,23,1,5,14.1
2022-01-06 00:00:00,11.6,0,1,6,12.5
2022-01-06 01:00:00,10.9,1,1,6,11.6
2022-01-06 02:00:00,10.4,2,1,6,10.9
2022-01-06 03:00:00,9.9,3,1,6,10.4
2022-01-06 04:00:00,9.9,4,1,6,9.9
2022-01-06 05:00:00,9.6,5,1,6,9.9
2022-01-06 06:00:00,8.6,6,1,6,9.6
2022-01-06 07:00:00,8.1,7,1,6,8.6
2022-01-06 08:00:00,9.6,8,1,6,8.1
2022-01-06 09:00:00,13.6,9,1,6,9.6
2022-01-06 10:00:00,16.8,10,1,6,13.6
2022-01-06 11:00:00,19.5,11,1,6,16.8
2022-01-06 12:00:00,21.7,12,1,6,19.5
2022-01-06 13:00:00,23.0,13,1,6,21.7
2022-01-06 14:00:00,23.7,14,1,6,23.0
2022-01-06 15:00:00,24.4,15,1,6,23.7
2022-01-06 16:00:00,24.3,16,1,6,24.4
2022-01-06 17:00:00,20.0,17,1,6,24.3
2022-01-06 18:00:00,15.9,18,1,6,20.0
2022-01-06 19:00:00,14.1,19,1,6,15.9
2022-01-06 20:00:00,14.0,20,1,6,14.1
2022-01-06 21:00:00,13.2,21,1,6,14.0
2022-01-06 22:00:00,12.5,22,1,6,13.2
2022-01-06 23:00:00,11.9,23,1,6,12.5
2022-01-07 00:00:00,10.4,0,1,7,11.9
2022-01-07 01:00:00,9.4,1,1,7,10.4
2022-01-07 02:00:00,9.1,2,1,7,9.4
2022-01-07 03:00:00,9.2,3,1,7,9.1
2022-01-07 04:00:00,8.8,4,1,7,9.2
2022-01-07 05:00:00,9.1,5,1,7,8.8
2022-01-07 06:00:00,9.2,6,1,7,9.1
2022-01-07 07:00:00,8.9,7,1,7,9.2
2022-01-07 08:00:00,10.3,8,1,7,8.9
2022-01-07 09:00:00,12.1,9,1,7,10.3
2022-01-07 10:00:00,14.9,10,1,7,12.1
2022-01-07 11:00:00,17.6,11,1,7,14.9
2022-01-07 12:00:00,19.9,12,1,7,17.6
2022-01-07 13:00:00,21.7,13,1,7,19.9
2022-01-07 14:00:00,22.0,14,1,7,21.7
2022-01-07 15:00:00,22.9,15,1,7,22.0
2022-01-07 16:00:00,18.8,16,1,7,22.9
2022-01-07 17:00:00,16.5,17,1,7,18.8
2022-01-07 18:00:00,17.1,18,1,7,16.5
2022-01-07 19:00:00,16.2,19,1,7,17.1
2022-01-07 20:00:00,14.9,20,1,7,16.2
2022-01-07 21:00:00,13.1,21,1,7,14.9
2022-01-07 22:00:00,11.1,22,1,7,13.1
2022-01-07 23:00:00,10.2,23,1,7,11.1
2022-01-08 00:00:00,10.6,0,1,8,10.2
2022-01-08 01:00:00,9.9,1,1,8,10.6
2022-01-08 02:00:00,8.8,2,1,8,9.9
2022-01-08 03:00:00,7.4,3,1,8,8.8
2022-01-08 04:00:00,6.9,4,1,8,7.4
2022-01-08 05:00:00,6.6,5,1,8,6.9
2022-01-08 06:00:00,7.7,6,1,8,6.6
2022-01-08 07:00:00,6.3,7,1,8,7.7
2022-01-08 08:00:00,7.7,8,1,8,6.3
2022-01-08 09:00:00,11.2,9,1,8,7.7
2022-01-08 10:00:00,15.4,10,1,8,11.2
2022-01-08 11:00:00,18.1,11,1,8,15.4
2022-01-08 12:00:00,19.5,12,1,8,18.1
2022-01-08 13:00:00,20.9,13,1,8,19.5
2022-01-08 14:00:00,21.5,14,1,8,20.9
2022-01-08 15:00:00,21.8,15,1,8,21.5
2022-01-08 16:00:00,20.9,16,1,8,21.8
2022-01-08 17:00:00,18.3,17,1,8,20.9
2022-01-08 18:00:00,20.2,18,1,8,18.3
2022-01-08 19:00:00,15.9,19,1,8,20.2
2022-01-08 20:00:00,14.8,20,1,8,15.9
2022-01-08 21:00:00,13.4,21,1,8,14.8
2022-01-08 22:00:00,12.8,22,1,8,13.4
2022-01-08 23:00:00,12.1,23,1,8,12.8
2022-01-09 00:00:00,10.8,0,1,9,12.1
2022-01-09 01:00:00,10.1,1,1,9,10.8
2022-01-09 02:00:00,8.5,2,1,9,10.1
2022-01-09 03:00:00,7.9,3,1,9,8.5
2022-01-09 04:00:00,7.6,4,1,9,7.9
2022-01-09 05:00:00,7.4,5,1,9,7.6
2022-01-09 06:00:00,9.1,6,1,9,7.4
2022-01-09 07:00:00,8.9,7,1,9,9.1
2022-01-09 08:00:00,8.7,8,1,9,8.9
2022-01-09 09:00:00,11.4,9,1,9,8.7
2022-01-09 10:00:00,14.2,10,1,9,11.4
2022-01-09 11:00:00,17.2,11,1,9,14.2
2022-01-09 12:00:00,19.6,12,1,9,17.2
2022-01-09 13:00:00,21.1,13,1,9,19.6
2022-01-09 14:00:00,22.0,14,1,9,21.1
2022-01-09 15:00:00,22.3,15,1,9,22.0
2022-01-09 16:00:00,22.6,16,1,9,22.3
2022-01-09 17:00:00,21.7,17,1,9,22.6
2022-01-09 18:00:00,20.9,18,1,9,21.7
2022-01-09 19:00:00,18.9,19,1,9,20.9
2022-01-09 20:00:00,16.6,20,1,9,18.9
2022-01-09 21:00:00,14.9,21,1,9,16.6
2022-01-09 22:00:00,13.6,22,1,9,14.9
2022-01-09 23:00:00,12.4,23,1,9,13.6
2022-01-10 00:00:00,11.2,0,1,10,12.4
2022-01-10 01:00:00,9.8,1,1,10,11.2
2022-01-10 02:00:00,9.1,2,1,10,9.8
2022-01-10 03:00:00,8.8,3,1,10,9.1
2022-01-10 04:00:00,8.2,4,1,10,8.8
2022-01-10 05:00:00,8.2,5,1,10,8.2
2022-01-10 06:00:00,8.8,6,1,10,8.2
2022-01-10 07:00:00,9.4,7,1,10,8.8
2022-01-10 08:00:00,9.8,8,1,10,9.4
2022-01-10 09:00:00,11.3,9,1,10,9.8
2022-01-10 10:00:00,13.6,10,1,10,11.3
2022-01-10 11:00:00,15.8,11,1,10,13.6
2022-01-10 12:00:00,16.5,12,1,10,15.8
2022-01-10 13:00:00,17.8,13,1,10,16.5
2022-01-10 14:00:00,18.1,14,1,10,17.8
2022-01-10 15:00:00,18.0,15,1,10,18.1
2022-01-10 16:00:00,17.8,16,1,10,18.0
2022-01-10 17:00:00,16.6,17,1,10,17.8
2022-01-10 18:00:00,15.2,18,1,10,16.6
2022-01-10 19:00:00,13.9,19,1,10,15.2
2022-01-10 20:00:00,12.4,20,1,10,13.9
2022-01-10 21:00:00,11.4,21,1,10,12.4
2022-01-10 22:00:00,11.4,22,1,10,11.4
2022-01-10 23:00:00,11.3,23,1,10,11.4
2022-01-11 00:00:00,10.9,0,1,11,11.3
2022-01-11 01:00:00,10.6,1,1,11,10.9
2022-01-11 02:00:00,10.4,2,1,11,10.6
2022-01-11 03:00:00,10.6,3,1,11,10.4
2022-01-11 04:00:00,10.1,4,1,11,10.6
2022-01-11 05:00:00,9.4,5,1,11,10.1
2022-01-11 06:00:00,8.9,6,1,11,9.4
2022-01-11 07:00:00,8.9,7,1,11,8.9
2022-01-11 08:00:00,9.2,8,1,11,8.9
2022-01-11 09:00:00,11.2,9,1,11,9.2
2022-01-11 10:00:00,13.1,10,1,11,11.2
2022-01-11 11:00:00,14.9,11,1,11,13.1
2022-01-11 12:00:00,16.5,12,1,11,14.9
2022-01-11 13:00:00,17.9,13,1,11,16.5
2022-01-11 14:00:00,18.4,14,1,11,17.9
2022-01-11 15:00:00,19.0,15,1,11,18.4
2022-01-11 16:00:00,19.2,16,1,11,19.0
2022-01-11 17:00:00,18.7,17,1,11,19.2
2022-01-11 18:00:00,16.1,18,1,11,18.7
2022-01-11 19:00:00,14.3,19,1,11,16.1
2022-01-11 20:00:00,13.1,20,1,11,14.3
2022-01-11 21:00:00,11.9,21,1,11,13.1
2022-01-11 22:00:00,10.4,22,1,11,11.9
2022-01-11 23:00:00,9.4,23,1,11,10.4
2022-01-12 00:00:00,8.6,0,1,12,9.4
2022-01-12 01:00:00,7.8,1,1,12,8.6
2022-01-12 02:00:00,7.3,2,1,12,7.8
2022-01-12 03:00:00,6.7,3,1,12,7.3
2022-01-12 04:00:00,6.0,4,1,12,6.7
2022-01-12 05:00:00,5.8,5,1,12,6.0
2022-01-12 06:00:00,5.7,6,1,12,5.8
2022-01-12 07:00:00,6.0,7,1,12,5.7
2022-01-12 08:00:00,5.9,8,1,12,6.0
2022-01-12 09:00:00,6.8,9,1,12,5.9
2022-01-12 10:00:00,9.4,10,1,12,6.8
2022-01-12 11:00:00,13.4,11,1,12,9.4
2022-01-12 12:00:00,16.6,12,1,12,13.4
2022-01-12 13:00:00,19.2,13,1,12,16.6
2022-01-12 14:00:00,20.9,14,1,12,19.2
2022-01-12 15:00:00,21.5,15,1,12,20.9
2022-01-12 16:00:00,21.0,16,1,12,21.5
2022-01-12 17:00:00,20.4,17,1,12,21.0
2022-01-12 18:00:00,19.1,18,1,12,20.4
2022-01-12 19:00:00,17.4,19,1,12,19.1
2022-01-12 20:00:00,15.6,20,1,12,17.4
2022-01-12 21:00:00,13.9,21,1,12,15.6
2022-01-12 22:00:00,13.1,22,1,12,13.9
2022-01-12 23:00:00,11.9,23,1,12,13.1
2022-01-13 00:00:00,10.9,0,1,13,11.9
2022-01-13 01:00:00,9.9,1,1,13,10.9
2022-01-13 02:00:00,8.8,2,1,13,9.9
2022-01-13 03:00:00,8.9,3,1,13,8.8
2022-01-13 04:00:00,7.1,4,1,13,8.9
2022-01-13 05:00:00,6.2,5,1,13,7.1
2022-01-13 06:00:00,5.7,6,1,13,6.2
2022-01-13 07:00:00,5.6,7,1,13,5.7
2022-01-13 08:00:00,6.9,8,1,13,5.6
2022-01-13 09:00:00,8.2,9,1,13,6.9
2022-01-13 10:00:00,12.0,10,1,13,8.2
2022-01-13 11:00:00,15.6,11,1,13,12.0
2022-01-13 12:00:00,18.5,12,1,13,15.6
2022-01-13 13:00:00,20.5,13,1,13,18.5
2022-01-13 14:00:00,21.5,14,1,13,20.5
2022-01-13 15:00:00,21.1,15,1,13,21.5
2022-01-13 16:00:00,20.6,16,1,13,21.1
2022-01-13 17:00:00,20.8,17,1,13,20.6
2022-01-13 18:00:00,19.1,18,1,13,20.8
2022-01-13 19:00:00,17.1,19,1,13,19.1
2022-01-13 20:00:00,15.5,20,1,13,17.1
2022-01-13 21:00:00,15.0,21,1,13,15.5
2022-01-13 22:00:00,14.1,22,1,13,15.0
2022-01-13 23:00:00,13.9,23,1,13,14.1
2022-01-14 00:00:00,12.5,0,1,14,13.9
2022-01-14 01:00:00,11.0,1,1,14,12.5
2022-01-14 02:00:00,10.0,2,1,14,11.0
2022-01-14 03:00:00,8.9,3,1,14,10.0
2022-01-14 04:00:00,8.2,4,1,14,8.9
2022-01-14 05:00:00,7.6,5,1,14,8.2
2022-01-14 06:00:00,7.9,6,1,14,7.6
2022-01-14 07:00:00,7.4,7,1,14,7.9
2022-01-14 08:00:00,7.4,8,1,14,7.4
2022-01-14 09:00:00,10.4,9,1,14,7.4
2022-01-14 10:00:00,14.2,10,1,14,10.4
2022-01-14 11:00:00,16.9,11,1,14,14.2
2022-01-14 12:00:00,18.5,12,1,14,16.9
2022-01-14 13:00:00,19.7,13,1,14,18.5
2022-01-14 14:00:00,20.8,14,1,14,19.7
2022-01-14 15:00:00,21.8,15,1,14,20.8
2022-01-14 16:00:00,21.9,16,1,14,21.8
2022-01-14 17:00:00,21.2,17,1,14,21.9
2022-01-14 18:00:00,19.9,18,1,14,21.2
2022-01-14 19:00:00,17.8,19,1,14,19.9
2022-01-14 20:00:00,15.6,20,1,14,17.8
2022-01-14 21:00:00,13.1,21,1,14,15.6
2022-01-14 22:00:00,11.2,22,1,14,13.1
2022-01-14 23:00:00,9.4,23,1,14,11.2
2022-01-15 00:00:00,8.4,0,1,15,9.4
2022-01-15 01:00:00,7.5,1,1,15,8.4
2022-01-15 02:00:00,6.4,2,1,15,7.5
2022-01-15 03:00:00,5.7,3,1,15,6.4
2022-01-15 04:00:00,5.3,4,1,15,5.7
2022-01-15 05:00:00,5.1,5,1,15,5.3
2022-01-15 06:00:00,4.6,6,1,15,5.1
2022-01-15 07:00:00,5.2,7,1,15,4.6
2022-01-15 08:00:00,6.9,8,1,15,5.2
2022-01-15 09:00:00,10.8,9,1,15,6.9
2022-01-15 10:00:00,14.9,10,1,15,10.8
2022-01-15 11:00:00,17.5,11,1,15,14.9
2022-01-15 12:00:00,19.7,12,1,15,17.5
2022-01-15 13:00:00,20.6,13,1,15,19.7
2022-01-15 14:00:00,20.7,14,1,15,20.6
2022-01-15 15:00:00,21.2,15,1,15,20.7
2022-01-15 16:00:00,21.1,16,1,15,21.2
2022-01-15 17:00:00,20.1,17,1,15,21.1
2022-01-15 18:00:00,19.5,18,1,15,20.1
2022-01-15 19:00:00,17.0,19,1,15,19.5
2022-01-15 20:00:00,15.9,20,1,15,17.0
2022-01-15 21:00:00,14.1,21,1,15,15.9
2022-01-15 22:00:00,12.6,22,1,15,14.1
2022-01-15 23:00:00,10.9,23,1,15,12.6
2022-01-16 00:00:00,10.1,0,1,16,10.9
2022-01-16 01:00:00,9.1,1,1,16,10.1
2022-01-16 02:00:00,8.4,2,1,16,9.1
2022-01-16 03:00:00,7.7,3,1,16,8.4
2022-01-16 04:00:00,7.1,4,1,16,7.7
2022-01-16 05:00:00,6.9,5,1,16,7.1
2022-01-16 06:00:00,7.2,6,1,16,6.9
2022-01-16 07:00:00,6.9,7,1,16,7.2
2022-01-16 08:00:00,7.1,8,1,16,6.9
2022-01-16 09:00:00,8.1,9,1,16,7.1
2022-01-16 10:00:00,10.4,10,1,16,8.1
2022-01-16 11:00:00,13.6,11,1,16,10.4
2022-01-16 12:00:00,16.6,12,1,16,13.6
2022-01-16 13:00:00,18.6,13,1,16,16.6
2022-01-16 14:00:00,19.5,14,1,16,18.6
2022-01-16 15:00:00,18.6,15,1,16,19.5
2022-01-16 16:00:00,16.5,16,1,16,18.6
2022-01-16 17:00:00,14.7,17,1,16,16.5
2022-01-16 18:00:00,13.0,18,1,16,14.7
2022-01-16 19:00:00,13.1,19,1,16,13.0
2022-01-16 20:00:00,12.5,20,1,16,13.1
2022-01-16 21:00:00,12.3,21,1,16,12.5
2022-01-16 22:00:00,11.2,22,1,16,12.3
2022-01-16 23:00:00,10.1,23,1,16,11.2
2022-01-17 00:00:00,9.2,0,1,17,10.1
2022-01-17 01:00:00,8.5,1,1,17,9.2
2022-01-17 02:00:00,8.4,2,1,17,8.5
2022-01-17 03:00:00,7.3,3,1,17,8.4
2022-01-17 04:00:00,6.8,4,1,17,7.3
2022-01-17 05:00:00,7.2,5,1,17,6.8
2022-01-17 06:00:00,6.2,6,1,17,7.2
2022-01-17 07:00:00,6.0,7,1,17,6.2
2022-01-17 08:00:00,7.4,8,1,17,6.0
2022-01-17 09:00:00,9.6,9,1,17,7.4
2022-01-17 10:00:00,12.8,10,1,17,9.6
2022-01-17 11:00:00,15.6,11,1,17,12.8
2022-01-17 12:00:00,17.4,12,1,17,15.6
2022-01-17 13:00:00,18.6,13,1,17,17.4
2022-01-17 14:00:00,18.9,14,1,17,18.6
2022-01-17 15:00:00,19.6,15,1,17,18.9
2022-01-17 16:00:00,18.7,16,1,17,19.6
2022-01-17 17:00:00,17.6,17,1,17,18.7
2022-01-17 18:00:00,17.4,18,1,17,17.6
2022-01-17 19:00:00,14.1,19,1,17,17.4
2022-01-17 20:00:00,12.6,20,1,17,14.1
2022-01-17 21:00:00,11.7,21,1,17,12.6
2022-01-17 22:00:00,10.6,22,1,17,11.7
2022-01-17 23:00:00,9.9,23,1,17,10.6
2022-01-18 00:00:00,8.9,0,1,18,9.9
2022-01-18 01:00:00,8.1,1,1,18,8.9
2022-01-18 02:00:00,7.2,2,1,18,8.1
2022-01-18 03:00:00,6.7,3,1,18,7.2
2022-01-18 04:00:00,6.8,4,1,18,6.7
2022-01-18 05:00:00,6.6,5,1,18,6.8
2022-01-18 06:00:00,4.9,6,1,18,6.6
2022-01-18 07:00:00,4.6,7,1,18,4.9
2022-01-18 08:00:00,5.9,8,1,18,4.6
2022-01-18 09:00:00,9.9,9,1,18,5.9
2022-01-18 10:00:00,13.3,10,1,18,9.9
2022-01-18 11:00:00,16.3,11,1,18,13.3
2022-01-18 12:00:00,18.4,12,1,18,16.3
2022-01-18 13:00:00,19.8,13,1,18,18.4
2022-01-18 14:00:00,20.7,14,1,18,19.8
2022-01-18 15:00:00,21.4,15,1,18,20.7
2022-01-18 16:00:00,21.4,16,1,18,21.4
2022-01-18 17:00:00,20.1,17,1,18,21.4
2022-01-18 18:00:00,20.1,18,1,18,20.1
2022-01-18 19:00:00,17.9,19,1,18,20.1
2022-01-18 20:00:00,15.8,20,1,18,17.9
2022-01-18 21:00:00,14.4,21,1,18,15.8
2022-01-18 22:00:00,13.4,22,1,18,14.4
2022-01-18 23:00:00,12.9,23,1,18,13.4
2022-01-19 00:00:00,11.1,0,1,19,12.9
2022-01-19 01:00:00,10.0,1,1,19,11.1
2022-01-19 02:00:00,8.9,2,1,19,10.0
2022-01-19 03:00:00,8.1,3,1,19,8.9
2022-01-19 04:00:00,7.1,4,1,19,8.1
2022-01-19 05:00:00,6.4,5,1,19,7.1
2022-01-19 06:00:00,6.4,6,1,19,6.4
2022-01-19 07:00:00,6.2,7,1,19,6.4
2022-01-19 08:00:00,8.2,8,1,19,6.2
2022-01-19 09:00:00,11.6,9,1,19,8.2
2022-01-19 10:00:00,15.1,10,1,19,11.6
2022-01-19 11:00:00,17.7,11,1,19,15.1
2022-01-19 12:00:00,19.2,12,1,19,17.7
2022-01-19 13:00:00,20.3,13,1,19,19.2
2022-01-19 14:00:00,21.2,14,1,19,20.3
2022-01-19 15:00:00,21.9,15,1,19,21.2
2022-01-19 16:00:00,21.6,16,1,19,21.9
2022-01-19 17:00:00,21.0,17,1,19,21.6
2022-01-19 18:00:00,19.7,18,1,19,21.0
2022-01-19 19:00:00,18.2,19,1,19,19.7
2022-01-19 20:00:00,16.0,20,1,19,18.2
2022-01-19 21:00:00,14.5,21,1,19,16.0
2022-01-19 22:00:00,13.5,22,1,19,14.5
2022-01-19 23:00:00,13.0,23,1,19,13.5
2022-01-20 00:00:00,11.9,0,1,20,13.0
2022-01-20 01:00:00,10.4,1,1,20,11.9
2022-01-20 02:00:00,10.6,2,1,20,10.4
2022-01-20 03:00:00,10.9,3,1,20,10.6
2022-01-20 04:00:00,10.9,4,1,20,10.9
2022-01-20 05:00:00,10.8,5,1,20,10.9
2022-01-20 06:00:00,9.6,6,1,20,10.8
2022-01-20 07:00:00,8.9,7,1,20,9.6
2022-01-20 08:00:00,10.4,8,1,20,8.9
2022-01-20 09:00:00,12.8,9,1,20,10.4
2022-01-20 10:00:00,15.4,10,1,20,12.8
2022-01-20 11:00:00,17.9,11,1,20,15.4
2022-01-20 12:00:00,19.6,12,1,20,17.9
2022-01-20 13:00:00,20.6,13,1,20,19.6
2022-01-20 14:00:00,21.5,14,1,20,20.6
2022-01-20 15:00:00,22.1,15,1,20,21.5
2022-01-20 16:00:00,21.6,16,1,20,22.1
2022-01-20 17:00:00,20.1,17,1,20,21.6
2022-01-20 18:00:00,19.0,18,1,20,20.1
2022-01-20 19:00:00,18.0,19,1,20,19.0
2022-01-20 20:00:00,16.6,20,1,20,18.0
2022-01-20 21:00:00,13.6,21,1,20,16.6
2022-01-20 22:00:00,12.8,22,1,20,13.6
2022-01-20 23:00:00,12.1,23,1,20,12.8
2022-01-21 00:00:00,11.4,0,1,21,12.1
2022-01-21 01:00:00,10.8,1,1,21,11.4
2022-01-21 02:00:00,10.4,2,1,21,10.8
2022-01-21 03:00:00,9.6,3,1,21,10.4
2022-01-21 04:00:00,9.1,4,1,21,9.6
2022-01-21 05:00:00,8.7,5,1,21,9.1
2022-01-21 06:00:00,9.7,6,1,21,8.7
2022-01-21 07:00:00,9.4,7,1,21,9.7
2022-01-21 08:00:00,9.3,8,1,21,9.4
2022-01-21 09:00:00,11.9,9,1,21,9.3
2022-01-21 10:00:00,14.4,10,1,21,11.9
2022-01-21 11:00:00,17.2,11,1,21,14.4
2022-01-21 12:00:00,20.2,12,1,21,17.2
2022-01-21 13:00:00,20.9,13,1,21,20.2
2022-01-21 14:00:00,20.2,14,1,21,20.9
2022-01-21 15:00:00,19.6,15,1,21,20.2
2022-01-21 16:00:00,19.6,16,1,21,19.6
2022-01-21 17:00:00,18.6,17,1,21,19.6
2022-01-21 18:00:00,17.5,18,1,21,18.6
2022-01-21 19:00:00,16.4,19,1,21,17.5
2022-01-21 20:00:00,15.6,20,1,21,16.4
2022-01-21 21:00:00,14.8,21,1,21,15.6
2022-01-21 22:00:00,13.4,22,1,21,14.8
2022-01-21 23:00:00,12.1,23,1,21,13.4
2022-01-22 00:00:00,11.1,0,1,22,12.1
2022-01-22 01:00:00,11.0,1,1,22,11.1
2022-01-22 02:00:00,10.8,2,1,22,11.0
2022-01-22 03:00:00,10.6,3,1,22,10.8
2022-01-22 04:00:00,10.4,4,1,22,10.6
2022-01-22 05:00:00,9.3,5,1,22,10.4
2022-01-22 06:00:00,9.8,6,1,22,9.3
2022-01-22 07:00:00,8.4,7,1,22,9.8
2022-01-22 08:00:00,9.1,8,1,22,8.4
2022-01-22 09:00:00,10.7,9,1,22,9.1
2022-01-22 10:00:00,13.8,10,1,22,10.7
2022-01-22 11:00:00,16.6,11,1,22,13.8
2022-01-22 12:00:00,18.6,12,1,22,16.6
2022-01-22 13:00:00,20.4,13,1,22,18.6
